"","X.1","item","response1","Place","Alternation","X","IP","X_","experimentName","picture","response0","see_pl","see_sg","sound1","sound2","time","trialnumber","userCode","userFileName","view","sg","pl","type","vowel","Alternation2","Exp"
"659",6015,"kitape","kitabee","Labial","Voice",1432,"75.64.25.219",1355525585637,"Martian2b","m45",NA,"undefined","undefined",1,NA,"2012-12-14 14:51:39",110,"MWL6",6,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"660",6016,"kitape","kitabee","Labial","Voice",1468,"174.110.223.11",1355525726951,"Martian2b","m19",NA,"undefined","undefined",1,NA,"2012-12-14 14:53:23",106,"ZIR6",6,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"661",6017,"kitape","kitabee","Labial","Voice",4342,"184.63.147.105",1355539734280,"Martian2b","m34",NA,"undefined","undefined",2,NA,"2012-12-14 18:47:30",108,"SSK23",23,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"662",6019,"kitape","kitabee","Labial","Voice",3102,"173.73.93.144",1355531690765,"Martian2b","m14",NA,"undefined","undefined",1,NA,"2012-12-14 16:33:24",108,"EAA16",16,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"663",6022,"kitape","kitabee","Labial","Voice",7102,"24.60.1.205",1355587509148,"Martian2b","m31",NA,"undefined","undefined",1,NA,"2012-12-15 08:03:45",110,"SLR41",41,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"664",6023,"kitape","kitabee","Labial","Voice",6991,"71.110.127.129",1355587619192,"Martian2b","m25",NA,"undefined","undefined",1,NA,"2012-12-15 08:05:31",107,"YAG40",40,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"665",6024,"kitape","kitabee","Labial","Voice",5166,"75.69.57.119",1355542156884,"Martian2b","m79",NA,"undefined","undefined",1,NA,"2012-12-14 19:27:48",105,"IQA29",29,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"666",6025,"kitape","kitabee","Labial","Voice",1914,"69.12.207.61",1355529739543,"Martian2b","m03",NA,"undefined","undefined",1,NA,"2012-12-14 16:00:32",110,"ZUI9",9,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"667",6026,"kitape","kitabee","Labial","Voice",2053,"99.195.212.58",1355529964261,"Martian2b","m18",NA,"undefined","undefined",1,NA,"2012-12-14 16:04:57",106,"RCY10",10,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"668",6030,"kitape","kitabee","Labial","Voice",6027,"74.182.121.51",1355542879254,"Martian2b","m76",NA,"undefined","undefined",1,NA,"2012-12-14 19:40:05",105,"ZVA34",34,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"669",6031,"kitape","kitafee","Labial","Contin",520,"24.99.107.200",1355525356563,"Martian2b","m63",NA,"undefined","undefined",2,NA,"2012-12-14 14:47:57",108,"ENO3",3,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"670",6033,"kitape","kitafee","Labial","Contin",7877,"174.44.44.168",1355588077309,"Martian2b","m17",NA,"undefined","undefined",2,NA,"2012-12-15 08:13:18",111,"KEE47",47,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"671",6034,"kitape","kitafee","Labial","Contin",2433,"64.92.140.55",1355530361763,"Martian2b","m41",NA,"undefined","undefined",1,NA,"2012-12-14 16:11:20",112,"TRA11",11,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"672",6038,"kitape","kitafee","Labial","Contin",7508,"69.137.180.95",1355587768790,"Martian2b","m18",NA,"undefined","undefined",1,NA,"2012-12-15 08:08:05",110,"UES44",44,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"673",6040,"kitape","kitafee","Labial","Contin",7345,"96.19.52.191",1355587462104,"Martian2b","m26",NA,"undefined","undefined",1,NA,"2012-12-15 08:02:58",108,"FSC43",43,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"674",6041,"kitape","kitafee","Labial","Contin",1423,"66.108.113.150",1355525573094,"Martian2b","m07",NA,"undefined","undefined",2,NA,"2012-12-14 14:51:29",105,"VEZ6",6,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"675",6044,"kitape","kitafee","Labial","Contin",4640,"24.165.90.86",1355539518787,"Martian2b","m12",NA,"undefined","undefined",1,NA,"2012-12-14 18:43:55",112,"UXV24",24,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"676",6045,"kitape","kitafee","Labial","Contin",4896,"171.100.100.66",1355540647882,"Martian2b","m46",NA,"undefined","undefined",1,NA,"2012-12-14 19:02:38",107,"IFS27",27,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"677",6047,"kitape","kitafee","Labial","Contin",8299,"98.157.213.178",1355594712472,"Martian2b","m41",NA,"undefined","undefined",1,NA,"2012-12-15 10:03:26",110,"YDX56",56,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"678",6049,"kitape","kitafee","Labial","Contin",3854,"108.231.194.69",1355539166874,"Martian2b","m45",NA,"undefined","undefined",1,NA,"2012-12-14 18:37:58",112,"WMH21",21,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"679",6050,"kitape","kitafee","Labial","Contin",4648,"98.102.178.178",1355539540827,"Martian2b","m22",NA,"undefined","undefined",1,NA,"2012-12-14 18:44:17",111,"YLW24",24,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"680",6051,"kitape","kitafee","Labial","Contin",4212,"75.68.131.169",1355539602247,"Martian2b","m74",NA,"undefined","undefined",1,NA,"2012-12-14 18:45:11",110,"GYX22",22,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"681",6053,"kitape","kitapee","Labial","No alternation",2788,"108.251.58.96",1355530669483,"Martian2b","m38",NA,"undefined","undefined",1,NA,"2012-12-14 16:16:25",107,"RCX13",13,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"682",6055,"kitape","kitapee","Labial","No alternation",6780,"192.206.23.249",1355587346052,"Martian2b","m33",NA,"undefined","undefined",1,NA,"2012-12-15 08:01:01",112,"WPR39",39,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"683",6056,"kitape","kitapee","Labial","No alternation",6228,"112.202.21.49",1355544278597,"Martian2b","m39",NA,"undefined","undefined",1,NA,"2012-12-14 20:03:22",105,"CZF34",34,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"684",6057,"kitape","kitapee","Labial","No alternation",2599,"76.173.48.40",1355530588808,"Martian2b","m13",NA,"undefined","undefined",1,NA,"2012-12-14 16:15:05",112,"VGJ12",12,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"685",6058,"kitape","kitapee","Labial","No alternation",271,"107.197.17.205",1355525344915,"Martian2b","m08",NA,"undefined","undefined",1,NA,"2012-12-14 14:39:48",108,"ORW2",2,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"686",6060,"kitape","kitapee","Labial","No alternation",4773,"98.111.132.148",1355539869713,"Martian2b","m08",NA,"undefined","undefined",1,NA,"2012-12-14 18:49:46",107,"SKQ25",25,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"687",6063,"kitape","kitapee","Labial","No alternation",926,"76.167.73.6",1355525595885,"Martian2b","m18",NA,"undefined","undefined",1,NA,"2012-12-14 14:51:45",109,"ROA5",5,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"688",6066,"kitape","kitapee","Labial","No alternation",5543,"75.109.63.154",1355542613460,"Martian2b","m21",NA,"undefined","undefined",1,NA,"2012-12-14 19:35:18",107,"ZDT30",30,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"689",6068,"kitape","kitapee","Labial","No alternation",3157,"74.131.31.238",1355442645900,"Martian2b","m14",NA,"undefined","undefined",1,NA,"2012-12-14 16:39:23",111,"HDR16",16,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"690",6070,"kitape","kitapee","Labial","No alternation",1942,"69.211.9.139",1355529938665,"Martian2b","m16",NA,"undefined","undefined",1,NA,"2012-12-14 16:04:04",105,"IFP9",9,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"691",6071,"kitape","kitapee","Labial","No alternation",8114,"96.241.120.142",1355588672426,"Martian2b","m42",NA,"undefined","undefined",1,NA,"2012-12-15 08:23:17",107,"UAC50",50,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"692",6073,"kitape","kitapee","Labial","No alternation",7889,"71.251.148.12",1355588151100,"Martian2b","m11",NA,"undefined","undefined",1,NA,"2012-12-15 08:14:23",105,"VIY47",47,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"693",6075,"kitape","kitapee","Labial","No alternation",3694,"71.227.46.128",1355539393741,"Martian2b","m26",NA,"undefined","undefined",1,NA,"2012-12-14 18:41:50",108,"VWV20",20,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"694",6076,"kitape","kitapee","Labial","No alternation",3480,"98.236.33.0",1355539277207,"Martian2b","m59",NA,"undefined","undefined",1,NA,"2012-12-14 18:40:48",110,"VNH19",19,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"695",6077,"kitape","kitapee","Labial","No alternation",2454,"72.49.45.202",1355530433696,"Martian2b","m02",NA,"undefined","undefined",1,NA,"2012-12-14 16:12:30",110,"IGY11",11,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"696",6306,"labate","labadee","Coronal","Voice",4774,"98.111.132.148",1355539878462,"Martian2b","m27",NA,"undefined","undefined",1,NA,"2012-12-14 18:49:55",108,"SKQ25",25,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"697",6307,"labate","labadee","Coronal","Voice",2052,"99.195.212.58",1355529956895,"Martian2b","m73",NA,"undefined","undefined",1,NA,"2012-12-14 16:04:49",105,"RCY10",10,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"698",6308,"labate","labadee","Coronal","Voice",3695,"71.227.46.128",1355539399934,"Martian2b","m35",NA,"undefined","undefined",1,NA,"2012-12-14 18:41:56",109,"VWV20",20,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"699",6310,"labate","labadee","Coronal","Voice",924,"76.167.73.6",1355525592989,"Martian2b","m34",NA,"undefined","undefined",1,NA,"2012-12-14 14:51:42",108,"ROA5",5,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"700",6316,"labate","labadee","Coronal","Voice",8113,"96.241.120.142",1355588666929,"Martian2b","m15",NA,"undefined","undefined",1,NA,"2012-12-15 08:23:11",106,"UAC50",50,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"701",6317,"labate","labadee","Coronal","Voice",4343,"184.63.147.105",1355539746462,"Martian2b","m10",NA,"undefined","undefined",2,NA,"2012-12-14 18:47:42",109,"SSK23",23,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"702",6318,"labate","labadee","Coronal","Voice",2437,"138.23.14.142",1355530384029,"Martian2b","m02",NA,"undefined","undefined",1,NA,"2012-12-14 16:11:39",106,"PAN11",11,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"703",6319,"labate","labadee","Coronal","Voice",1944,"69.211.9.139",1355529946977,"Martian2b","m46",NA,"undefined","undefined",1,NA,"2012-12-14 16:04:12",107,"IFP9",9,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"704",6321,"labate","labasee","Coronal","Contin",7872,"174.44.44.168",1355588063647,"Martian2b","m66",NA,"undefined","undefined",1,NA,"2012-12-15 08:13:05",109,"KEE47",47,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"705",6322,"labate","labasee","Coronal","Contin",105,"129.2.129.221",1355525101660,"Martian2b","m69",NA,"undefined","undefined",1,NA,"2012-12-14 14:43:38",108,"XDM1",1,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"706",6323,"labate","labasee","Coronal","Contin",4899,"171.100.100.66",1355540665400,"Martian2b","m38",NA,"undefined","undefined",1,NA,"2012-12-14 19:02:55",110,"IFS27",27,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"707",6325,"labate","labasee","Coronal","Contin",4642,"98.102.178.178",1355539524336,"Martian2b","m45",NA,"undefined","undefined",1,NA,"2012-12-14 18:44:01",108,"YLW24",24,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"708",6326,"labate","labasee","Coronal","Contin",2403,"64.92.140.55",1355530304299,"Martian2b","m02",NA,"undefined","undefined",1,NA,"2012-12-14 16:10:22",105,"TRA11",11,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"709",6329,"labate","labasee","Coronal","Contin",1412,"108.196.212.28",1355525554915,"Martian2b","m06",NA,"undefined","undefined",1,NA,"2012-12-14 14:51:09",105,"FGW6",6,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"710",6331,"labate","labasee","Coronal","Contin",1447,"66.108.113.150",1355525611289,"Martian2b","m46",NA,"undefined","undefined",2,NA,"2012-12-14 14:52:08",111,"VEZ6",6,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"711",6332,"labate","labasee","Coronal","Contin",7343,"96.19.52.191",1355587455908,"Martian2b","m72",NA,"undefined","undefined",1,NA,"2012-12-15 08:02:51",106,"FSC43",43,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"712",6334,"labate","labasee","Coronal","Contin",7097,"24.60.1.205",1355587480766,"Martian2b","m30",NA,"undefined","undefined",1,NA,"2012-12-15 08:03:16",105,"SLR41",41,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"713",6336,"labate","labasee","Coronal","Contin",6038,"74.182.121.51",1355542906401,"Martian2b","m16",NA,"undefined","undefined",1,NA,"2012-12-14 19:40:32",111,"ZVA34",34,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"714",6337,"labate","labasee","Coronal","Contin",274,"107.197.17.205",1355525357348,"Martian2b","m30",NA,"undefined","undefined",1,NA,"2012-12-14 14:40:00",111,"ORW2",2,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"715",6339,"labate","labasee","Coronal","Contin",459,"69.204.254.187",1355524992373,"Martian2b","m20",NA,"undefined","undefined",2,NA,"2012-12-14 14:41:51",106,"VRR3",3,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"716",6340,"labate","labasee","Coronal","Contin",5006,"24.9.93.46",1355542324913,"Martian2b","m31",NA,"undefined","undefined",1,NA,"2012-12-14 19:31:01",109,"PSO28",28,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"717",6342,"labate","labasee","Coronal","Contin",3849,"108.231.194.69",1355539153132,"Martian2b","m23",NA,"undefined","undefined",2,NA,"2012-12-14 18:37:44",109,"WMH21",21,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"718",6343,"labate","labasee","Coronal","Contin",6235,"112.202.21.49",1355544345401,"Martian2b","m69",NA,"undefined","undefined",1,NA,"2012-12-14 20:04:29",112,"CZF34",34,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"719",6345,"labate","labasee","Coronal","Contin",3259,"67.181.252.56",1355534015380,"Martian2b","m77",NA,"undefined","undefined",1,NA,"2012-12-14 17:12:12",105,"JHH17",17,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"720",6346,"labate","labasee","Coronal","Contin",1470,"174.110.223.11",1355525736383,"Martian2b","m20",NA,"undefined","undefined",1,NA,"2012-12-14 14:53:33",107,"ZIR6",6,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"721",6347,"labate","labasee","Coronal","Contin",5803,"173.184.98.144",1355542796432,"Martian2b","m62",NA,"undefined","undefined",1,NA,"2012-12-14 19:38:26",112,"EPK33",33,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"722",6348,"labate","labasee","Coronal","Contin",8297,"98.157.213.178",1355594701328,"Martian2b","m68",NA,"undefined","undefined",1,NA,"2012-12-15 10:03:15",108,"YDX56",56,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"723",6350,"labate","labasee","Coronal","Contin",6989,"71.110.127.129",1355587608976,"Martian2b","m42",NA,"undefined","undefined",1,NA,"2012-12-15 08:05:21",105,"YAG40",40,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"724",6351,"labate","labasee","Coronal","Contin",5168,"75.69.57.119",1355542162376,"Martian2b","m53",NA,"undefined","undefined",1,NA,"2012-12-14 19:27:53",106,"IQA29",29,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"725",6352,"labate","labasee","Coronal","Contin",4207,"75.68.131.169",1355539584351,"Martian2b","m61",NA,"undefined","undefined",1,NA,"2012-12-14 18:44:53",107,"GYX22",22,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"726",6354,"labate","labasee","Coronal","Contin",1909,"69.12.207.61",1355529710398,"Martian2b","m38",NA,"undefined","undefined",1,NA,"2012-12-14 16:00:03",105,"ZUI9",9,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"727",6357,"labate","labasee","Coronal","Contin",1422,"75.64.25.219",1355525575066,"Martian2b","m29",NA,"undefined","undefined",1,NA,"2012-12-14 14:51:29",108,"MWL6",6,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"728",6358,"labate","labasee","Coronal","Contin",4619,"24.165.90.86",1355539480010,"Martian2b","m80",NA,"undefined","undefined",1,NA,"2012-12-14 18:43:16",105,"UXV24",24,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"729",6359,"labate","labasee","Coronal","Contin",2797,"108.251.58.96",1355530691345,"Martian2b","m59",NA,"undefined","undefined",1,NA,"2012-12-14 16:16:47",112,"RCX13",13,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"730",6361,"labate","labasee","Coronal","Contin",2596,"76.173.48.40",1355530566530,"Martian2b","m47",NA,"undefined","undefined",1,NA,"2012-12-14 16:14:43",109,"VGJ12",12,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"731",6363,"labate","labasee","Coronal","Contin",5693,"155.99.175.131",1355542569666,"Martian2b","m34",NA,"undefined","undefined",1,NA,"2012-12-14 19:34:52",110,"RBM32",32,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"732",6364,"labate","labatee","Coronal","No alternation",7512,"69.137.180.95",1355587776949,"Martian2b","m28",NA,"undefined","undefined",1,NA,"2012-12-15 08:08:13",112,"UES44",44,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"733",6365,"labate","labatee","Coronal","No alternation",523,"24.99.107.200",1355525374342,"Martian2b","m57",NA,"undefined","undefined",2,NA,"2012-12-14 14:48:14",111,"ENO3",3,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"734",6366,"labate","labatee","Coronal","No alternation",2456,"72.49.45.202",1355530440982,"Martian2b","m73",NA,"undefined","undefined",1,NA,"2012-12-14 16:12:37",111,"IGY11",11,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"735",6368,"labate","labatee","Coronal","No alternation",7894,"71.251.148.12",1355588173527,"Martian2b","m63",NA,"undefined","undefined",1,NA,"2012-12-15 08:14:46",110,"VIY47",47,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"736",6369,"labate","labatee","Coronal","No alternation",6775,"192.206.23.249",1355587322140,"Martian2b","m49",NA,"undefined","undefined",2,NA,"2012-12-15 08:00:37",107,"WPR39",39,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"737",6370,"labate","labatee","Coronal","No alternation",3477,"98.236.33.0",1355539254041,"Martian2b","m23",NA,"undefined","undefined",1,NA,"2012-12-14 18:40:25",107,"VNH19",19,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"738",6371,"labate","labatee","Coronal","No alternation",7239,"142.129.81.106",1355588195437,"Martian2b","m44",NA,"undefined","undefined",1,NA,"2012-12-15 08:14:39",110,"DZT42",42,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"739",6372,"labate","labatee","Coronal","No alternation",3099,"173.73.93.144",1355531679355,"Martian2b","m50",NA,"undefined","undefined",1,NA,"2012-12-14 16:33:13",106,"EAA16",16,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"740",6377,"labate","labatee","Coronal","No alternation",3154,"74.131.31.238",1355442629426,"Martian2b","m37",NA,"undefined","undefined",1,NA,"2012-12-14 16:39:07",108,"HDR16",16,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"741",6380,"labate","labatee","Coronal","No alternation",5545,"75.109.63.154",1355542624659,"Martian2b","m35",NA,"undefined","undefined",1,NA,"2012-12-14 19:35:29",109,"ZDT30",30,"test2.ejs",NA,NA,NA,NA,"No alternation","Exp2"
"742",6381,"milate","miladee","Coronal","Voice",3152,"74.131.31.238",1355442619622,"Martian2b","m28",NA,"undefined","undefined",1,NA,"2012-12-14 16:38:57",106,"HDR16",16,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"743",6382,"milate","miladee","Coronal","Voice",2448,"138.23.14.142",1355530411357,"Martian2b","m55",NA,"undefined","undefined",1,NA,"2012-12-14 16:12:07",111,"PAN11",11,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"744",6383,"milate","miladee","Coronal","Voice",2447,"72.49.45.202",1355530409399,"Martian2b","m79",NA,"undefined","undefined",1,NA,"2012-12-14 16:12:06",107,"IGY11",11,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"745",6384,"milate","miladee","Coronal","Voice",5173,"75.69.57.119",1355542172969,"Martian2b","m32",NA,"undefined","undefined",1,NA,"2012-12-14 19:28:03",108,"IQA29",29,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"746",6385,"milate","miladee","Coronal","Voice",3104,"173.73.93.144",1355531698547,"Martian2b","m01",NA,"undefined","undefined",1,NA,"2012-12-14 16:33:32",109,"EAA16",16,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"747",6387,"milate","miladee","Coronal","Voice",4776,"98.111.132.148",1355539891853,"Martian2b","m63",NA,"undefined","undefined",1,NA,"2012-12-14 18:50:08",110,"SKQ25",25,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"748",6389,"milate","miladee","Coronal","Voice",1402,"75.64.25.219",1355525540521,"Martian2b","m37",NA,"undefined","undefined",1,NA,"2012-12-14 14:50:54",107,"MWL6",6,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"749",6391,"milate","miladee","Coronal","Voice",1947,"69.211.9.139",1355529961479,"Martian2b","m26",NA,"undefined","undefined",1,NA,"2012-12-14 16:04:27",110,"IFP9",9,"test2.ejs",NA,NA,NA,NA,"Rare Feat","Exp2"
"750",6394,"milate","milasee","Coronal","Contin",1476,"174.110.223.11",1355525762674,"Martian2b","m66",NA,"undefined","undefined",1,NA,"2012-12-14 14:53:59",110,"ZIR6",6,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"751",6396,"milate","milasee","Coronal","Contin",2593,"76.173.48.40",1355530541211,"Martian2b","m67",NA,"undefined","undefined",1,NA,"2012-12-14 16:14:17",106,"VGJ12",12,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"752",6397,"milate","milasee","Coronal","Contin",3842,"108.231.194.69",1355539125882,"Martian2b","m58",NA,"undefined","undefined",1,NA,"2012-12-14 18:37:17",105,"WMH21",21,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"753",6401,"milate","milasee","Coronal","Contin",4639,"98.102.178.178",1355539518534,"Martian2b","m05",NA,"undefined","undefined",1,NA,"2012-12-14 18:43:55",107,"YLW24",24,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"754",6403,"milate","milasee","Coronal","Contin",7344,"96.19.52.191",1355587458424,"Martian2b","m40",NA,"undefined","undefined",1,NA,"2012-12-15 08:02:54",107,"FSC43",43,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"755",6404,"milate","milasee","Coronal","Contin",7099,"24.60.1.205",1355587492758,"Martian2b","m56",NA,"undefined","undefined",1,NA,"2012-12-15 08:03:28",107,"SLR41",41,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"756",6405,"milate","milasee","Coronal","Contin",1446,"66.108.113.150",1355525605278,"Martian2b","m66",NA,"undefined","undefined",2,NA,"2012-12-14 14:52:02",110,"VEZ6",6,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"757",6406,"milate","milasee","Coronal","Contin",6773,"192.206.23.249",1355587311605,"Martian2b","m20",NA,"undefined","undefined",1,NA,"2012-12-15 08:00:26",105,"WPR39",39,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"758",6408,"milate","milasee","Coronal","Contin",108,"129.2.129.221",1355525114290,"Martian2b","m37",NA,"undefined","undefined",1,NA,"2012-12-14 14:43:51",111,"XDM1",1,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"759",6409,"milate","milasee","Coronal","Contin",2419,"64.92.140.55",1355530334494,"Martian2b","m30",NA,"undefined","undefined",1,NA,"2012-12-14 16:10:53",109,"TRA11",11,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"760",6411,"milate","milasee","Coronal","Contin",8112,"96.241.120.142",1355588662474,"Martian2b","m43",NA,"undefined","undefined",2,NA,"2012-12-15 08:23:07",105,"UAC50",50,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"761",6413,"milate","milasee","Coronal","Contin",3698,"71.227.46.128",1355539415182,"Martian2b","m36",NA,"undefined","undefined",1,NA,"2012-12-14 18:42:11",112,"VWV20",20,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"762",6414,"milate","milasee","Coronal","Contin",462,"69.204.254.187",1355525001980,"Martian2b","m62",NA,"undefined","undefined",1,NA,"2012-12-14 14:41:58",108,"VRR3",3,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"763",6416,"milate","milasee","Coronal","Contin",524,"24.99.107.200",1355525382476,"Martian2b","m29",NA,"undefined","undefined",1,NA,"2012-12-14 14:48:23",112,"ENO3",3,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"764",6417,"milate","milasee","Coronal","Contin",4214,"75.68.131.169",1355539607986,"Martian2b","m17",NA,"undefined","undefined",1,NA,"2012-12-14 18:45:16",111,"GYX22",22,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"765",6419,"milate","milasee","Coronal","Contin",5800,"173.184.98.144",1355542777024,"Martian2b","m70",NA,"undefined","undefined",1,NA,"2012-12-14 19:38:06",109,"EPK33",33,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"766",6421,"milate","milasee","Coronal","Contin",7882,"174.44.44.168",1355588100502,"Martian2b","m25",NA,"undefined","undefined",1,NA,"2012-12-15 08:13:42",112,"KEE47",47,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"767",6422,"milate","milasee","Coronal","Contin",2056,"99.195.212.58",1355529983406,"Martian2b","m67",NA,"undefined","undefined",2,NA,"2012-12-14 16:05:16",109,"RCY10",10,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
"768",6423,"milate","milasee","Coronal","Contin",5003,"24.9.93.46",1355542305153,"Martian2b","m16",NA,"undefined","undefined",1,NA,"2012-12-14 19:30:41",106,"PSO28",28,"test2.ejs",NA,NA,NA,NA,"Freq Feat","Exp2"
